epoch,loss,accuracy,precision,recall,f1
,1.5460759401321411,0.4545454545454545,0.3333333333333333,0.5,0.3333333333333333
0.0,1.544477939605713,0.4545454545454545,0.3333333333333333,0.5,0.3333333333333333
1.0,1.5397727489471436,0.4545454545454545,0.2833333333333333,0.5,0.3324675324675324
2.0,1.535688877105713,0.4545454545454545,0.2833333333333333,0.5,0.3324675324675324
3.0,1.532315373420715,0.4545454545454545,0.2833333333333333,0.5,0.3324675324675324
4.0,1.5294743776321411,0.2727272727272727,0.1466666666666666,0.2333333333333333,0.18
5.0,1.5270774364471436,0.2727272727272727,0.1466666666666666,0.2333333333333333,0.18
6.0,1.525479435920715,0.3636363636363636,0.2083333333333333,0.2833333333333333,0.2333333333333333
7.0,1.5244140625,0.3636363636363636,0.2083333333333333,0.2833333333333333,0.2333333333333333
8.0,1.523526310920715,0.3636363636363636,0.2083333333333333,0.2833333333333333,0.2333333333333333
9.0,1.5232599973678589,0.36363636363636365,0.20833333333333331,0.2833333333333333,0.2333333333333333
